,Link,Title,Created at,Answers1,Answers2,Answers3,Answers4,Answers5
36,https://forum.gsmhosting.com/vbb/f1112/guide-video-fix-error-status-code-401-proxy-unlock-tool-3304882/,Guide Video Fix Error Status Code 401 Proxy ! Unlock Tool,07-14-2024,"Guide Video Fix Error Status Code 401 Proxy ! Unlock Tool

http://www.youtube.com/watch?v=wVIsTkCbCoU

Wbr,
AniAXN","Quote:
Originally Posted by AniAxn
Guide Video Fix Error Status Code 401 Proxy ! Unlock Tool

http://www.youtube.com/watch?v=wVIsTkCbCoU

Wbr,
AniAXN
anyone tried this method ? if yes the please share the results .. thanku","problem is the proxy server is not working , the one in the software","is there any update for this proxy now not working

delete app photos already then off on game center still eror code 401 pls fix","is there any update for this proxy now not working

delete app photos already then off on game center still eror code 401 pls fix"
37,https://forum.gsmhosting.com/vbb/f1112/test-report-xiaomi-sidelode-unlock-unlock-tool-3085099/,Test Report | Xiaomi Sidelode Unlock | Unlock Tool,07-09-2024,"Test Report | Xiaomi Sidelode Unlock | Unlock Tool

Redmi note 8 unlock




Poco x2 unlock




Wbr
AniAXN","[SIDELOAD] RESET | DISABLE MI CLOUD Starting ADB Interface... OK
Connecting to device... OK
Connection Mode : sideload
Product Model : fog
Product Name : fog
Device Name : fog
Device Name : fog_in_global
Firmware Version : V13.0.8.0.RGEINXM
Android Version : 11
Language : en
Region : GB
Recovery Version : 2
Device Serial : 0x5b1f8881
ROM Zone : 2
Initializing... OK
Reseting MiCloud... OK
Disabling MiCloud [dual]... OK
UNLOCKTOOL 2022.11.30.0
Elapsed time : 3 minutes 26 seconds",[SIDELOAD] RESET | DISABLE MI CLOUD Starting ADB Interface... OK sir but unlock .tool.2022.12.13.o not no support,thanks alot goooood work,Fw : V13.0.14.0 not supported
38,https://forum.gsmhosting.com/vbb/f1112/samsung-galaxy-s23-bit-5-bit6-not-working-frp-remove-3328578/,Samsung Galaxy S23 (BIT 5) on BIT6 not working for frp remove,08-14-2024,"Code:
[EDL] ERASE FRP Selected Model : Samsung Galaxy S23 (BIT 5)
Code Name : SM-S911B | SM-S911B/DS (BIT5)
Operation : Erase FRP [1]
**Authenticating... OK
**Retrieving data... OK [788,01 KiB]
Initializing data... OK
Waiting for HS-USB QDLoader 9008... COM42
Connecting to device... OK
Writing flash programmer... FAIL
[Sahara] Image Load - Firehose does not match this device!
Trying to connect to FIREHOSE Mode!
Connecting to flash programmer... FAIL
Waiting for response timeout!
UNLOCKTOOL 2024.08.10.0
Elapsed time : 30 seconds",,,,
39,https://forum.gsmhosting.com/vbb/f1112/unlock-tool-not-open-software-3327975/,unlock tool not open software,08-13-2024,"hello unlock tool team

I have been having trouble logging into the app for a few days, thank you

Your IP Address : 5.112.95.34



1.jpg



2.jpg


3.jpg",,,,
40,https://forum.gsmhosting.com/vbb/f1019/uat-pro-v174-02-1st-august-2024-samsung-update-3323987/,UAT PRO V174.02 [1st August 2024] Samsung Update,08-04-2024,"JOIN US ON TELEGRAM GROUP FOR HELP , SUPPORT AND DISCUSSION


Official Web Shop


🇮🇳 Indian User can buy from here



💻 PC CHANGE TIME IS 30 MINUTES


📃 AUTO API IS AVAILABLE FOR ALL DISTRIBUTORS AND RESELLERS


🤝 NEW RESELLERS ARE WELCOME

🔥 AVAIL INDEPENDENCE DAY FREE MONTHS OFFER

✅ON NEW USER ACCOUNT AND ON RENEWAL

✅ ON 2 YEARS = 6 MONTHS FREE
✅ ON 1 YEAR = 4 MONTHS FREE
✅ ON 6 MONTHS = 2 MONTHS FREE
✅ ON 3 MONTHS = 1 MONTH FREE

✅ OFFER IS VALID TILL 15TH OF AUGUST



UAT PRO Version : 174.02

Release Notes:

SAMSUNG



ADDED - MORE NEW SAMSUNG QUALCOMM MODELS AND NEW BIT BY EDL MODE

- FACTORY RESET - RESET FRP


SM-A025F BIT7 (Galaxy A02S)
SM-A057M BIT2 (Galaxy A05s)
SM-A115F BIT6 (Galaxy A11)
SM-A115M BIT1 (Galaxy A11)
SM-A235M BIT5 (Galaxy A23)
SM-A526U BITC (Galaxy A52)
SM-A528B BIT6 (Galaxy A52S 5G)
SM-A716U BitB (Galaxy A71 5G)
SM-E556B BIT1 (Galaxy F55)
SM-F711B BIT7 (Galaxy Z Flip3 5G)
SM-F946U BIT4 (Galaxy Z Fold5)
SM-F956U BIT1 (Galaxy Z Fold6)
SM-G770F BIT9 (Galaxy S10 Lite)
SM-G781B BIT10 (Galaxy S20 FE 5G)
SM-G781V BITC (Galaxy S20 FE 5G)
SM-G981V BIT8 (Galaxy S20 FE 5G)
SM-G990B2 BIT7 (Galaxy S21 FE 5G)
SM-G998U BITA (Galaxy S21 Ultra 5G)
SM-M145F BIT2 (Galaxy M14 4G)
SM-M556B BIT1 (Galaxy M55)
SM-S906U BIT4 (Galaxy S22 Plus 5G)
SM-S908E BIT8 (Galaxy S22 Ultra 5G)
SM-S921U BIT1 (Galaxy S24)
SM-S926U BIT1 (Galaxy S24 Plus)
SM-S926U BIT3 (Galaxy S24 Plus
SM-S928U BIT1 (Galaxy S24 Ultra)
SM-S928U BIT3 (Galaxy S24 Ultra)





D o w n l o a d L i n k


Setup_UAT_PRO_174.02


FTP SUPPORT AREA

-: Buy Now | Official Website :-

Uni-Android Tool - Multi Platform Android Tool


-: Official Support : -

Official Indian Support forum :- Uni-Android Tool Support Forum


Official Shop for Indian Users := UAT PRO Shop India


-: Official Resellers :-

Distributors and Resellers Lists


-: Official Telegram News Channel :-


Telegram Channel :- https://t.me/UniAndroidTool



-: Official Telegram Help & Support Group :-


Telegram Channel :- https://t.me/Uni_Android_Tool","Hi Bro.
I just activated. I don't know if I will get this promotion.






ฺBr.
LP-SERVICE THAILAND","Dear hello

I see that in the new update

SM-S928U added

Sorry for the ignorance

May I ask what does it include?

Reading codes for sim unlock?

Direct sim unlock?

AT&T

Xfinity

Boost Mobile

T-Mobile

Version


Is it possible to do sim unlocking or reading unlock codes for the above

For the above mentioned carriers?

Best regards",,
41,https://forum.gsmhosting.com/vbb/f1019/samsung-galaxy-a24-a245f-4g-u3-frp-one-click-uat-pro-3285353/,Samsung Galaxy A24 A245F 4G U3 Frp One Click By UAT PRO,08-13-2024,"Samsung Galaxy A24 A245F 4G U3 Frp One Click By UAT PRO







http://www.youtube.com/watch?v=6xag--0nfnU



.","thanks
how about the new security U5 ??",,,
42,https://forum.gsmhosting.com/vbb/f1019/samsung-galaxy-a235f-frp-format-edl-perfect-bit6-3327779/,SAMSUNG galaxy a235f frp+format edl perfect bit6,08-12-2024,"1. Power off device
2. Press and hold volume up + volume down insert usb cable
3. In some case requires special edl cable or test points
4. Install Qualcomm drivers if needed
====================================

- Connection : EDL
- Method : By Model
- Brand : SAMSUNG
- Model : SM-A235F BIT6 (Galaxy A23)
- Process : Format | FRP - SAMSUNG
====================================

Waiting for QDLoader port... COM17
Connecting to device... OK
Port : COM17 : Qualcomm HS-USB QDLoader 9008
USB : PCI\VEN_8086&DEV_27B8&SUBSYS_0DF2105B&REV_01\3&241 1E6FE&0&F8
Drivers Info. : Qualcomm Incorporated, qcusbser.sys
Drivers : Qualcomm Technologies, Inc.
Driver Date : 03/25/2016
Driver Version : 2.1.2.2
Waiting for response... OK
Identifying device Mode... OK
Sahara Mode detected
Handshaking... OK
Init Handshake Sequence... OK
Initializing Protocol... OK
Serial : 19D63F3E SoC : [Snapdragon 680 4G] Target : [SM6225]
HWID : [0X001B80E1]
PKhash [0] : CC8F14E97AFA5F36F32D3601D2A7E176
PKhash [1] : 15D00ADF52D5BAF93BDF653B77635469
Configuring boot... OK
Version [6] Code Size [816] Signature Size [256] Header Type [NEW]
Connecting to flash programmer...OK
Chipset Type... 64 bit
Initializing connection... OK
Configuring device... OK
Firehose config : UFS [Sector:4096] [Target:0] [Host:1048576]
Reading partition map... OK - LUN Count : 6
Reading partition table.. OK [84]
Erasing USERDATA... FAILED
Switching to smart mode...OK
Erasing USERDATA... OK
Resetting FRP... FAILED
Resetting FRP... OK

UAT PRO : 175.01 | 12 - Ağustos - 2024 [ 11:06:08 ] TURKEY

Elapsed Time : 11 seconds",,,,
43,https://forum.gsmhosting.com/vbb/f1019/samsung-a155f-frp-3324908/,samsung a155f frp,08-05-2024,"hi, can i unlock the samsung a155f frp with bit3 if i activate uat pro?

Model Number : SM-A155F
Firmware ver:
**BL : A155FXXS3BXF1
**AP : A155FXXS3BXF1
**CP : A155FXXS3BXF1
**CSC : A155FOJM3BXF1
Hidden ver:
**BL : A155FXXS3BXF1
**AP : A155FXXS3BXF1
**CP : A155FXXS3BXF1
**CSC : A155FOJM3BXF1
Country Code : XSG",maybe someone made this model with binary u3,"Quote:
Originally Posted by gsmgeobz
maybe someone made this model with binary u3

Try by 2 Methods .

1. By Connecting MTK Mode
2. By Connecting Download mode","Quote:
Originally Posted by Mehmood Riaz 1
Try by 2 Methods .

1. By Connecting MTK Mode
2. By Connecting Download mode
I haven't activated anymore","Quote:
Originally Posted by gsmgeobz
I haven't activated anymore



Then how do you expect help from our side ?"
44,https://forum.gsmhosting.com/vbb/f1019/redmi-note-11-nfc-spesn-unlock-bootloader-temp-solved-3323317/,Redmi Note 11 NFC spesn Unlock Bootloader Temp [SOLVED],08-03-2024,"Hey,

I'm trying to unlook bootloader to update some devices from Demo Rom.
I sure I've done some of those before with this solution. But now I get the following Error no matter what I try:

1. Power off device
2. Press and Hold Volume up + Power
3. Wait device screen to appear recovery Options
4. Select MiAssistant option
5. Insert Cable, Select Model and do the selected process
====================================

- Connection : MiAssistant Mode
- Selected Model : Redmi Note 11 NFC (spesn)
- Process : Unlock Bootloader | Temp
====================================

Searching device by MiAssistant Mode ...
Device found

Reeading Info. please wait ...

Selected Model : Redmi Note 11 NFC (spesn)
Model : spes ()
Product Name : spesn_eea_global
Device Name : spesn
Firmware Link : HYPERLINK ""https://xiaomifirmwareupdater.com/miui/spesn/""Download From Here
Android Version : 11
Android OS : Red Velvet Cake
MIUI Version : V13.0.3.0.RGKEUDM
Branch Info. : F
Recovery Version : 2
DeviceSerial : 0x115fa25f
Rom Zone : 2
Language Info. : en
Region Info. : GB
Country : UNITED KINGDOM

Prepairing bootloader unlock data ...
Data prepratition failed


UAT PRO : 174.01 | 29 - Juli - 2024 [ 09:45:07 ] GERMANY

Elapsed Time : 4 seconds

what do I do wrong here ?","nobody any idea?
I need some help urgent","Quote:
Originally Posted by Mapamann
nobody any idea?
I need some help urgent

Latest security not supported by Sideload any more","Quote:
Originally Posted by Mehmood Riaz 1
Latest security not supported by Sideload any more
But it's security patch December 2021 I think.
Have to check again tomorrow but it's definitely not the latest one.",Just checked...Security Patch says 2021-12-01
45,https://forum.gsmhosting.com/vbb/f1019/uat-pro-v174-01-27th-july-2024-new-samsung-qualcomm-models-new-bit-update-3322854/,UAT PRO V174.01 [27th July 2024] New Samsung Qualcomm Models and New Bit Update,07-31-2024,"JOIN US ON TELEGRAM GROUP FOR HELP , SUPPORT AND DISCUSSION


Official Web Shop

🇮🇳 Indian User can buy from here



💻 PC CHANGE TIME IS 30 MINUTES


📃 AUTO API IS AVAILABLE FOR ALL DISTRIBUTORS AND RESELLERS



UAT PRO Version : 174.01

Release Notes:

SAMSUNG


ADDED - NEW QUALCOMM SAMSUNG MODELS AND NEW BIT BY EDL MODE

FACTORY RESET - RESET FRP


SM-A025G BIT7 (Galaxy A02S)
SM-A057F BIT4 (Galaxy A05s)
SM-A235F BIT6 (Galaxy A23)
SM-A525M BIT6 (Galaxy A52)
SM-F731U BIT4 (Galaxy Z Flip5)
SM-F731W BIT4 (Galaxy Z Flip5)
SM-F946B BIT3 (Galaxy Z Fold5)
SM-M236B BIT6 (Galaxy M23)
SM-M426B BIT7 (Galaxy M42 5G)
SM-M515F BIT5 (Galaxy M51)
SM-S908N BIT3 (Galaxy S22 Ultra 5G)
SM-S908U BIT5 (Galaxy S22 Ultra 5G)
SM-S911B BIT5 (Galaxy S23)
SM-S916B BIT5 (Galaxy S23 Plus)
SM-S918B BIT5 (Galaxy S23 Ultra)
SM-S918W BIT3 (Galaxy S23 Ultra)
SM-S928B BIT2 (Galaxy S24 Ultra)
SM-S928N BIT2 (Galaxy S24 Ultra)
SM-S9180 BIT3 (Galaxy S23 Ultra)
SM-T295 BIT6 (Galaxy Tab A 8.0 (2019))

ZTE

Nubia RedMagic 7 (NX679J)
Nubia RedMagic 7 Pro (NX709J)
Nubia RedMagic 8 Pro (NX729J) - Beta



D o w n l o a d L i n k


Setup_UAT_PRO_174.01


FTP SUPPORT AREA

-: Buy Now | Official Website :-

Uni-Android Tool - Multi Platform Android Tool


-: Official Support : -

Official Indian Support forum :- Uni-Android Tool Support Forum


Official Shop for Indian Users := UAT PRO Shop India


-: Official Resellers :-

Distributors and Resellers Lists


-: Official Telegram News Channel :-


Telegram Channel :- https://t.me/UniAndroidTool



-: Official Telegram Help & Support Group :-


Telegram Channel :- https://t.me/Uni_Android_Tool",Always good update team...thanks,"Cant download this. Always give error
Incorrect format for file ./languages/sk.txt on line 1.
Format is ""variable name[tab]value""","After the last update, the program opened the first time, but after closing the program it does not open again. I have tried it on 2 computers, same problem on both.",
46,https://forum.gsmhosting.com/vbb/f1019/samsung-a145r-one-click-frp-reset-done-3322309/,Samsung a145r one click frp reset done,07-25-2024,"1. Power off device press and hold both volume keys and insert usb cable to get download mode
2. Power off device press and hold both volume keys and power button to get download mode
3. Incase power keys not working goto Samsung Tab > Extras > use reboot to download mode function
========================================

Waiting for device in download mode : OK [COM29]
PORT : COM29 : SAMSUNG Mobile USB Modem

Handshaking : DONE

Reading device info. ...

Brand : Samsung Electronics Co., Ltd.
Model : SM-A145R
Unique Number : H1347324102EBC4EA97A
CAPA : 64
Manufucturer : MICRON
PDA Version : A145RXXS4BXA2
FW Version : 1
PRODUCT : G2C219
Country : EUX
Platform : MEDIATEK
SoC ID : MTK6765

Prepairing data : DONE
Waiting for device : OK [COM29]
PORT : COM29 : SAMSUNG Mobile USB Modem
Erasing security : DONE
Resetting FRP : DONE

Rebooting device : DONE


UAT PRO : 173.01 | 25 - July - 2024 [ 10:41:31 ] SPAIN

Elapsed Time : 9 seconds",,,,
47,https://forum.gsmhosting.com/vbb/f453/samsung-tool-pro-45-14-small-fix-improvements-3186907/,Samsung Tool Pro 45.14. Small fix and improvements.,08-11-2024,"Samsung Tool Pro 45.14. Small fix and improvements.

Improved Read Codes for:

- A245F, A245M, A245N
- A3460, A346B, A346E, A346M, A346N
- M536B, M536S

Fixed: patch CERT SM-A137F



Dont forget post BUG reports in correct thread.

Check supported phones: CHECK MY PHONE
Bug report - HERE
New phone adding request - HERE
Credits price, rules of credits using and resellers - HERE

IMPORTANT:
DONT POST ANY LOGS OF JOB IN THIS THREAD about done jobe. DONE REPORT post only in thread
JOBE NOT DONE REPORT - open own thread , post there all details and wait answer from supporters/developers.
DONT ASK WHEN WILL BE SUPPORTED, ANSWER ASAP - AS SOON AS POSSIBLE
Violation this rules messages will be deleted",hello A235M unlock error 0.12 whats means? its on binary 1,hello A245M unlock error 0.12 binary 2,please add A042f A045f imei repair z3x,Please add a520f u16 support path certificate
48,https://forum.gsmhosting.com/vbb/f453/samsung-combination-flash-files-requests-only-here-584115/,Samsung Combination flash files requests ONLY here,08-06-2024,"Please post here requests about Samsung combination flash files for all models ONLY in this THREAD!!

Requests must be in format samsung standart flash file name:
example:

N950USQU4CRF3

All other thread with file samsung combination file request will be deleted without warnings and explanations!!!


----------------------------------------

Combination file details, how to check version, date, android version.


==============

Sample: COMBINATION_OXM_FA80_G960FXXU2ARG2

OXM=CSC build = [OXM]
FA80=Android version = [Android 8]
G960F=Phone model = [G960F]
XXU2= Version and security BIT = [XXU,BIT2]
ARG2= Date of release and revision = [July 2018, revision 2]

==============

FA81=Android 8.1
FA80=Android 8
FA70=Android 7
FA60=Android 6
FA51=Android 5.1
FA50=Android 5.0
FA44=Android 4.4
FA43=Android 4.3
FAJP=Android JB
FTMA=Tizen

=======

O=2015
P=2016
Q=2017
R=2018

=======

A=January
B=February
C=March
D=April
E=May
F=June
G=July
H=August
I=September
J=October
K=November
L=December

=======

1=Revision 1
2=Revision 2
3=Revision 3
4=Revision 4
5=Revision 5
6=Revision 6
7=Revision 7
8=Revision 8
9=Revision 9
A=Revision 10
B=Revision 11
C=Revision 12
D=Revision 13
E=Revision 14
F=Revision 15",help me a7100 Combination file needed,I need SM-G6000 combination file please anyone have it please share. I wanna fix the cert of ON 7.,"me too
........................","Quote:
Originally Posted by fakeprince_
I need SM-G6000 combination file please anyone have it please share. I wanna fix the cert of ON 7.
check you pm to test first

br"
49,https://forum.gsmhosting.com/vbb/f453/samsung-s21-ultra-5g-sm-g998u-sim-locked-usa-t-mobile-helps-answered-3326104/,samsung s21 ultra 5g SM-G998U SIM locked : USA T-mobile helps? [Answered],08-08-2024,"hello
samsung galaxy s21 ultra 5g model: SM-G998U
SIM locked : USA T-mobile

plz see the images.

i just wondering if z3x box or EasyJtag plus can be able unlock SM-G998U SIM network?
if so, how much credit will cost?
thanks in advance
Jason",Hello. Currently not supported.,"Quote:
Originally Posted by Z3X
Hello. Currently not supported.
thank you for reply.

i have a question.
i knew erase the persistent is to remove FRP by easy jtag.
do you know which partitions or directory is store the sim network locks?

thanks in advance
Jason","Quote:
Originally Posted by jason_W
thank you for reply.

i have a question.
i knew erase the persistent is to remove FRP by easy jtag.
do you know which partitions or directory is store the sim network locks?

thanks in advance
Jason
Erasing any partitions will not solve this. All signed.","Quote:
Originally Posted by Z3X
Erasing any partitions will not solve this. All signed.
ok, .....that's sad...
anyway,thank you for your response."
50,https://forum.gsmhosting.com/vbb/f453/a750fn-unlock-problem-solved-3184629/,A750FN Unlock Problem [Solved],08-08-2024,"Hello, im try unlock A750FN but get an error and Credits gone, Phone still locked,please refund credits and ill try once more:

Code:
Operation: Unlock
Selected model: SM-A750FN
Software version: 45.12

Checking Login and Password... OK
Balance: 6 crd.
You have 6 credit(s) left. This operation takes 5 credits. Continue?  Yes
Waiting ADB device... OK
Reading phone info...
Model: SM-A750FN
Android version: 10
PDA version: A750FNXXU5CTK1
CSC version: A750FNOXM5CTK1
Phone version: A750FNXXU5CTK1
Product code: SM2A750FZBUXEH
CSC country code: Hungary
CSC sales code: XEH
Carrier ID: XEH
Phone SN: 32009ed34b59c5fb
IMEI: 353776104707490
HW version: MP0.3
RF cal date: 20190111
Chip name: EXYNOS7885
Modem board: SHANNON327
Security patch: 2020-11-01
Boot Warranty bit: 1
SIM State: ABSENT,ABSENT
Checking Super user right... true
Root version: 20.4:MAGISKSU
Checking data... OK
Searching server... OK
Checking server answer... OK
Data preparation... OK
Initialization zTool... OK
Running zTool, please wait... OK
Executing 1st step... OK
Executing 2nd step... OK
Searching server... OK
Waiting for server answer...
Exception: Access violation at address 013D2084 in module 'SamsungToolPRO.exe'. Write of address CD98B66D

Done with Samsung Tool PRO v.45.12 [SM-A750FN,Unlock]",Hello. Provide screenshot from phone with serial number.,Here all screenshots,Provide your z3x login.,"Quote:
Originally Posted by Z3X
Provide your z3x login.
Here is login:
zsc_urZ68FBh"
51,https://forum.gsmhosting.com/vbb/f453/g935t-phone-not-tmb-unlock-not-supported-method-3326255/,g935t This phone is not TMB and unlock is not supported by this method,08-07-2024,"Checking Login and Password... OK
Balance: 40 crd.
You have 40 credit(s) left. This operation takes 6 credits. Continue? Yes
Waiting ADB device... OK
Reading phone info...
Model: SM-G935T
Android version: 8.0.0
PDA version: G935TUVSBCTA2
CSC version:
Phone version: G935TUVSBCTA2
Product code: SM-G935TZKATMB
CSC country code:
CSC sales code:
Phone SN: RF8H20V70NH
IMEI: 357219070371252
HW version: REV0.7
RF cal date: 2016.02.13
Chip name: MSM8996
Modem board: MSM8996
Security patch: 2019-12-01
Boot Warranty bit: 0
SIM State: READY
This phone is not TMB and unlock is not supported by this method

Done with Samsung Tool PRO v.45.14 [SM-G935T,Unlock]",Hello. Sim state - ready. CSC and carrier id emty. Reflash phone same firmware and repeat.,,,
52,https://forum.gsmhosting.com/vbb/f453/s20-ultra-5g-imei-000000-answered-3325859/,S20 Ultra 5G Imei 000000 [Answered],08-07-2024,"Is it possible Imei renew IMEI, Samsung S20 Ultra 5G ? Imei is 000000

Greetings",Hello. Where read info log?,"I don't have a log, I want to buy the phone. If I can repair it with z3x then I'll buy a new box again. Greetings

OS: Phone is not a dummy",Depends from firmware version. Currently supported firmwares till may 2022.,
53,https://forum.gsmhosting.com/vbb/f453/samsung-tool-pro-45-1-released-new-phones-added-new-security-exsclusive-3136364/,"Samsung Tool PRO 45.1 Released. New phones added, new security. Exsclusive",08-07-2024,"Samsung Tool PRO 45.1 Released. New phones added, new security

Read codes now available for devices with new security: World First and Exlusive

SM-A750C
SM-A750F
SM-A750FN
SM-A750G
SM-A750GN
SM-A750N
SM-E625F
SM-G960F
SM-G960N
SM-G965F
SM-G965N
SM-G970F
SM-G970N
SM-G973F
SM-G973N
SM-G975F
SM-G975N
SM-G977B
SM-G977N
SM-N960F
SM-N960N
SM-N970F
SM-N971N
SM-N973F
SM-N975F
SM-N976B
SM-N976N
SM-N976Q
SM-P205
SM-A105F
SM-A105FN
SM-A105G
SM-A105M
SM-A105N
SM-A202F
SM-A202K
SM-A205F
SM-A205FN
SM-A205G
SM-A205GN
SM-A205S
SM-A205W
SM-A205YN
SM-A3050
SM-A3051
SM-A3058
SM-A305F
SM-A305FN
SM-A305G
SM-A305GN
SM-A305GT
SM-A305N
SM-A305YN
SM-A307FN
SM-A307G
SM-A307GN
SM-A307GT
SM-A405FM
SM-A405FN
SM-A405S
SM-A505F
SM-A505FM
SM-A505FN
SM-A505G
SM-A505GN
SM-A505GT
SM-A505N
SM-A505W
SM-A505YN
SM-A5070
SM-A507FN
SM-A515F
SM-G398FN
SM-G525F
SM-M107F
SM-N770F
SM-A5160
SM-A516B
SM-A516N
SM-A7160
SM-A716B
SM-A716S
SM-G780F
SM-G781B
SM-G980F
SM-G981B
SM-G985F
SM-G986B
SM-G988B
SM-G991B
SM-G991N
SM-G996B
SM-G996N
SM-G998B
SM-G998N
SM-N980F
SM-N981B
SM-N985F
SM-N986B


New devices added to list of supported:

SM-A3360 (Flashing, Read Codes (server), Reset FRP, Change CSC)
SM-A336B (Flashing, Read Codes (server), Reset FRP, Change CSC)
SM-A336E (Flashing, Read Codes (server), Reset FRP, Change CSC)
SM-A336M (Flashing, Read Codes (server), Reset FRP, Change CSC)
SM-A336N (Flashing, Read Codes (server), Reset FRP, Change CSC)
SM-A5360 (Flashing, Read Codes (server), Reset FRP, Change CSC)
SM-A536B (Flashing, Read Codes (server), Reset FRP, Change CSC)
SM-A536E (Flashing, Read Codes (server), Reset FRP, Change CSC)
SM-A536N (Flashing, Read Codes (server), Reset FRP, Change CSC)
SM-A536W (Flashing, Read Codes (server), Reset FRP, Change CSC)
SM-M336B (Flashing, Read Codes (server), Reset FRP, Change CSC)
SM-M336BU (Flashing, Read Codes (server), Reset FRP, Change CSC)
SM-M336K (Flashing, Read Codes (server), Reset FRP, Change CSC)

Dont forget post BUG reports in correct thread.

Check supported phones: CHECK MY PHONE
Bug report - HERE
New phone adding request - HERE
Credits price, rules of credits using and resellers - HERE

IMPORTANT:
DONT POST ANY LOGS OF JOB IN THIS THREAD about done jobe. DONE REPORT post only in thread
JOBE NOT DONE REPORT - open own thread , post there all details and wait answer from supporters/developers.
DONT ASK WHEN WILL BE SUPPORTED, ANSWER ASAP - AS SOON AS POSSIBLE
Violation this rules messages will be deleted



FACEBOOK NEWS - HERE",new exe is opening very late.reinstalled 45.0 and it is working fine but new exe 45.1 is opening after pass 1minute and 40 seconds.pls fix this,good update...need new security for repair imei and patch,"still unsupported 975f u15

Reading IMEI... OK
Model: SM-G975F
Android version: 12
PDA version: G975FXXUFHVE1
CSC version: G975FOWOFHVE1
Phone version: G975FXXUFHVE1
Product code: SM-G975FZKLARO
CSC country code: Argentina
CSC sales code: ARO
Carrier ID: CTI
Phone SN: R25214574ZR
IMEI: 356158100053574
HW version: MP 0.700
RF cal date: 20190227
Chip name: EXYNOS9820
Modem board: SHANNON5000
Security patch: 2022-05-01
Boot Warranty bit: 1
SIM State: LOADED OK
Reading IMEI... OK
Checking Super user right... true
Root version: 24.3:MAGISKSU
Checking data... OK
Searching server... OK
Checking server answer... OK
Data preparation... OK
Initialization zTool... OK
Running zTool, please wait... OK
Executing 1st step...


polaco","Operation: Read Codes via Server
Selected model: SM-N975U1
Software version: 45.1

Checking Login and Password... OK
Balance: 10 crd.
You have 10 credit(s) left. This operation takes 5 credits. Continue? Yes
Waiting for device to become ready... OK
Reading phone info...
Model: SM-N975U1
Android version: 11
PDA version: N975U1UEU7FUH3
CSC version: N975U1OYM7FUH3
Phone version: N975U1UEU7FUH3
Product code: SM-N975UZSAATT
CSC country code: USA
CSC sales code: ATT
Carrier ID: ATT
Phone SN: RF8M807Pxxx
IMEI: 359761100177xxx
HW version: REV1.0
RF cal date: 2019.08.02
Chip name: SM8150
Modem board: SM8150
Security patch: 2021-08-01
Boot Warranty bit: 0
SIM State: ABSENT
Rebooting phone... OK
Waiting ADB device... OK
Waiting for device to become ready... OK
Initialization zTool... error (1)

Done with Samsung Tool PRO v.45.1 [SM-N975U1,Read Codes via Server]

Need solutions!"
54,https://forum.gsmhosting.com/vbb/f453/samsung-a315f-u5-root-answered-3325535/,Samsung a315f u5 root [Answered],08-06-2024,"Hi team, I would repair my samsung SM A315F U5 .
I must to root this phone.
Any idea or link to root ?",https://topjohnwu.github.io/Magisk/install.html,,,
55,https://forum.gsmhosting.com/vbb/f453/a307gn-unlock-done-still-asking-code-plz-help-need-refund-answered-3321194/,A307gn unlock done still asking for code plz help need refund [Answered],08-05-2024,"Operation: Read Codes via Server [Mar 2020]
Selected model: SM-A307GN
Software version: 45.14

Checking Login and Password... OK
Balance: 10 crd.
You have 10 credit(s) left. This operation takes 5 credits. Continue? No
Operation: Unlock
Selected model: SM-A307GN
Software version: 45.14

Checking Login and Password... OK
Balance: 10 crd.
You have 10 credit(s) left. This operation takes 5 credits. Continue? Yes
Waiting ADB device... OK
Reading phone info...
Model: SM-A307GN
Android version: 9
PDA version: A307GNDXU2ASK3
CSC version: A307GNOLM2ASK3
Phone version: A307GDXU2ASK3
Product code: SM-A307GZGVGLB
CSC country code: PHILIPPINES
CSC sales code: GLB
Carrier ID: GLB
Phone SN: RR8N100TR0F
IMEI: 350837281.....
HW version: MP 0.1B0
RF cal date: 20200104
Chip name: EXYNOS7904
Modem board: SHANNON327
Security patch: 2019-11-01
Boot Warranty bit: 1
SIM State: ABSENT,ABSENT
Checking Super user right... true
Root version: 25.2:MAGISKSU
Checking data... OK
Searching server... OK
Checking server answer... OK
Data preparation... OK
Initialization zTool... OK
Running zTool, please wait... OK
Executing 1st step... OK
Executing 2nd step... OK
Searching server... OK
Waiting for server answer... OK
Unlocking... OK
Rebooting phone... OK",Hello. Provide videoproof please.,"I can't upload direct video here is Google drive link
https://drive.google.com/file/d/1Ll4...usp=drive_link
drive . google . com/file/d/1Ll4vdoRVPkY_hEykpgNzZNbd1dAVFkbI/view?usp=drive_link",Open access to file.,"Ok sorry I done share
https://drive.google.com/file/d/1Ll4...ew?usp=sharing"
